dbn,school_name,district,zip,community_school,economic_need_index,school_income_estimate,percent_ell,percent_asian,percent_black,percent_hispanic,percent_black__hispanic,percent_white,student_attendance_rate,percent_of_students_chronically_absent,rigorous_instruction_percent,collaborative_teachers_percent,supportive_environment_percent,effective_school_leadership_percent,strong_family_community_ties_percent,trust_percent,student_achievement_rating,average_ela_proficiency,average_math_proficiency,grade_7_ela_all_students_tested,grade_7_ela_4s_all_students,grade_7_ela_4s_american_indian_or_alaska_native,grade_7_ela_4s_black_or_african_american,grade_7_ela_4s_hispanic_or_latino,grade_7_ela_4s_asian_or_pacific_islander,grade_7_ela_4s_white,grade_7_ela_4s_multiracial,grade_7_ela_4s_limited_english_proficient,grade_7_ela_4s_economically_disadvantaged,grade_7_math_all_students_tested,grade_7_math_4s_all_students,grade_7_math_4s_american_indian_or_alaska_native,grade_7_math_4s_black_or_african_american,grade_7_math_4s_hispanic_or_latino,grade_7_math_4s_asian_or_pacific_islander,grade_7_math_4s_white,grade_7_math_4s_multiracial,grade_7_math_4s_limited_english_proficient,grade_7_math_4s_economically_disadvantaged,sie_provided,in_bronx,in_brooklyn,in_manhattan,in_queens,in_staten
23K518,KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY),23,11212,0,0.6970000000000001,,1,1,90,8,97,1,94.0,16.0,94.0,83.0,85.0,83.0,77.0,89.0,3.0,2.51,2.32,52,3,0,3,0,0,0,0,0,3,52,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0
23K522,MOTT HALL IV,23,11233,0,0.7709999999999999,,2,2,87,12,98,0,89.0,44.0,98.0,99.0,87.0,97.0,87.0,95.0,2.0,2.3,2.08,40,2,0,2,0,0,0,0,0,2,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23K644,EAGLE ACADEMY FOR YOUNG MEN II,23,11233,0,0.685,,1,1,90,8,97,1,92.0,23.0,87.0,87.0,85.0,86.0,82.0,93.0,2.0,2.27,2.3,56,3,0,3,0,0,0,0,0,2,53,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0
23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),23,11233,0,0.8370000000000001,,6,1,78,19,97,2,92.0,31.0,95.0,98.0,91.0,96.0,86.0,97.0,2.0,2.09,1.96,41,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23K668,RIVERDALE AVENUE MIDDLE SCHOOL,23,11212,0,0.804,,6,1,87,11,98,0,92.0,27.0,97.0,91.0,92.0,92.0,85.0,93.0,3.0,2.18,2.25,32,2,0,2,0,0,0,0,0,1,32,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0
23K671,MOTT HALL BRIDGES ACADEMY,23,11212,0,0.8,,1,0,81,16,98,1,92.0,31.0,96.0,99.0,92.0,97.0,86.0,96.0,3.0,2.26,2.35,55,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23K697,TEACHERS PREPARATORY HIGH SCHOOL,23,11212,0,0.7120000000000001,,2,1,80,17,97,1,90.0,33.0,84.0,82.0,76.0,76.0,73.0,81.0,3.0,2.44,2.39,16,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,24,11373,0,0.643,,16,44,2,52,54,2,96.0,10.0,82.0,82.0,83.0,76.0,68.0,90.0,4.0,2.84,2.99,571,82,0,1,20,58,0,0,0,40,579,138,0,0,34,102,0,0,2,73,0,0,0,0,1,0
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,24,11379,0,0.348,67367.55,7,16,0,25,26,57,96.0,9.0,92.0,93.0,88.0,86.0,81.0,94.0,3.0,2.97,3.09,131,32,0,0,3,4,25,0,0,7,132,29,0,0,5,5,19,0,0,12,1,0,0,0,1,0
24Q061,I.S. 061 LEONARDO DA VINCI,24,11368,0,0.748,,28,6,3,89,92,1,95.0,14.0,85.0,85.0,87.0,78.0,74.0,90.0,3.0,2.37,2.43,679,33,0,2,24,4,3,0,0,30,715,44,0,1,28,14,1,0,0,39,0,0,0,0,1,0
24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,24,11378,0,0.573,,15,27,1,59,60,13,95.0,12.0,85.0,86.0,79.0,79.0,71.0,91.0,4.0,2.7,2.94,698,106,0,0,34,42,28,0,0,53,711,143,0,0,39,79,24,0,2,77,0,0,0,0,1,0
24Q077,I.S. 077,24,11385,0,0.687,,22,10,3,76,79,11,93.0,22.0,81.0,90.0,82.0,81.0,69.0,91.0,3.0,2.32,2.36,294,10,0,0,6,2,2,0,0,8,300,23,0,2,10,8,3,0,1,21,0,0,0,0,1,0
24Q087,P.S./I.S. 087 MIDDLE VILLAGE,24,11379,0,0.5,62298.87,8,3,1,50,51,46,92.0,33.0,90.0,71.0,88.0,59.0,84.0,80.0,3.0,2.7,2.72,42,7,0,0,0,0,5,0,0,4,40,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0
24Q093,I.S. 093 RIDGEWOOD,24,11385,0,0.675,,15,10,1,71,72,17,95.0,16.0,84.0,81.0,84.0,73.0,71.0,90.0,3.0,2.54,2.59,376,36,0,0,16,9,9,0,0,31,386,66,0,0,31,18,14,0,2,57,0,0,0,0,1,0
24Q102,P.S. 102 BAYVIEW,24,11373,0,0.535,54319.34,13,60,3,33,36,3,96.0,13.0,91.0,89.0,94.0,82.0,80.0,91.0,3.0,2.85,2.98,113,32,0,0,0,20,0,0,0,24,113,42,0,0,0,34,0,0,2,38,1,0,0,0,1,0
24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,24,11385,0,0.263,67491.07,4,5,1,40,41,52,96.0,9.0,94.0,93.0,92.0,87.0,80.0,92.0,3.0,2.89,3.13,116,18,0,0,4,0,11,0,0,10,116,21,0,0,5,0,13,0,0,8,1,0,0,0,1,0
24Q119,I.S. 119 THE GLENDALE,24,11385,0,0.436,57397.18,4,25,1,30,32,42,95.0,13.0,89.0,87.0,84.0,83.0,75.0,87.0,4.0,3.13,3.38,227,83,0,0,0,40,36,0,0,50,229,110,0,0,0,49,48,0,1,67,1,0,0,0,1,0
24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,24,11377,0,0.615,,15,40,1,53,54,5,96.0,10.0,90.0,91.0,88.0,84.0,73.0,93.0,4.0,2.65,2.96,499,62,0,0,13,47,2,0,0,29,509,68,0,0,16,51,1,0,0,41,0,0,0,0,1,0
24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",24,11379,0,0.18,71378.48,4,3,1,20,21,76,96.0,4.0,94.0,90.0,86.0,83.0,86.0,92.0,3.0,3.08,3.23,87,27,0,0,0,0,19,0,0,8,85,25,0,0,0,0,20,0,0,6,1,0,0,0,1,0
24Q311,CORONA ARTS AND SCIENCES ACADEMY,24,11373,0,0.7859999999999999,,18,4,1,94,95,1,98.0,1.0,98.0,98.0,89.0,96.0,80.0,96.0,3.0,2.47,2.54,117,7,0,0,6,0,0,0,0,0,119,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",24,11101,0,0.513,,4,22,5,61,65,12,96.0,4.0,91.0,90.0,87.0,86.0,68.0,91.0,4.0,3.21,3.28,28,4,0,0,2,2,0,0,0,2,28,8,0,0,2,4,0,0,0,4,0,0,0,0,1,0
25Q025,I.S. 025 ADRIEN BLOCK,25,11358,0,0.336,,10,50,1,24,25,24,97.0,6.0,87.0,85.0,85.0,75.0,69.0,87.0,3.0,2.95,3.23,257,50,0,0,6,24,18,0,0,22,266,83,0,0,5,57,18,0,7,47,0,0,0,0,1,0
25Q164,P.S. 164 QUEENS VALLEY,25,11367,0,0.415,64280.02,10,29,6,26,32,38,95.0,10.0,89.0,88.0,83.0,76.0,79.0,89.0,3.0,2.95,3.24,83,16,0,0,5,6,3,0,0,12,82,15,0,0,2,10,2,0,0,13,1,0,0,0,1,0
25Q185,J.H.S. 185 EDWARD BLEEKER,25,11354,0,0.44299999999999995,,10,55,4,29,32,12,96.0,10.0,89.0,92.0,87.0,87.0,71.0,93.0,3.0,2.92,3.29,467,102,0,0,15,74,11,0,0,66,485,180,0,0,17,148,11,0,7,132,0,0,0,0,1,0
25Q189,J.H.S. 189 DANIEL CARTER BEARD,25,11355,0,0.63,,24,69,3,25,28,3,97.0,5.0,94.0,94.0,88.0,88.0,69.0,90.0,3.0,2.64,2.98,213,32,0,0,5,25,0,0,0,17,224,59,0,0,6,53,0,0,5,32,0,0,0,0,1,0
25Q194,J.H.S. 194 WILLIAM CARR,25,11357,0,0.34,,7,35,2,29,31,33,95.0,12.0,86.0,84.0,82.0,77.0,75.0,87.0,2.0,2.87,3.07,355,58,0,0,8,26,19,0,0,23,358,101,0,0,11,62,26,0,1,59,0,0,0,0,1,0
25Q200,P.S./M.S. 200 - THE POMONOK SCHOOL & STAR ACADEMY,25,11365,0,0.531,47345.33,6,13,23,46,69,16,94.0,18.0,89.0,92.0,78.0,88.0,83.0,91.0,3.0,2.66,2.61,52,6,0,0,2,2,0,0,0,4,52,3,0,0,0,2,0,0,0,1,1,0,0,0,1,0
25Q219,P.S. 219 PAUL KLAPPER,25,11367,0,0.457,61994.44,15,44,9,32,40,16,96.0,13.0,91.0,86.0,90.0,82.0,78.0,88.0,4.0,2.71,2.97,71,15,0,0,2,10,3,0,0,9,72,22,0,0,1,19,2,0,1,16,1,0,0,0,1,0
25Q237,I.S. 237,25,11355,0,0.562,,19,73,7,17,25,2,96.0,13.0,78.0,78.0,78.0,71.0,66.0,83.0,3.0,2.72,3.22,363,66,0,1,3,60,0,0,0,48,392,151,0,2,4,143,0,0,7,122,0,0,0,0,1,0
25Q250,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL,25,11366,0,0.609,,18,33,28,25,53,11,92.0,28.0,80.0,79.0,85.0,73.0,71.0,87.0,3.0,2.4,2.44,119,7,0,0,0,5,0,0,0,7,123,15,0,0,0,13,0,0,3,13,0,0,0,0,1,0
25Q252,"QUEENS SCHOOL OF INQUIRY, THE",25,11366,0,0.44299999999999995,,2,40,17,23,40,18,96.0,9.0,81.0,87.0,85.0,82.0,73.0,89.0,2.0,2.8,2.8,75,5,0,0,0,2,0,0,0,1,74,3,0,0,0,2,0,0,0,2,0,0,0,0,1,0
25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,25,11355,0,0.5379999999999999,,7,67,10,18,28,4,98.0,2.0,89.0,88.0,84.0,85.0,74.0,91.0,4.0,2.96,3.39,106,19,0,0,1,16,0,0,0,12,107,44,0,0,1,40,0,0,1,34,0,0,0,0,1,0
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,25,11358,0,0.293,,1,18,5,26,31,50,95.0,11.0,92.0,92.0,83.0,85.0,76.0,91.0,3.0,2.84,2.87,69,8,0,0,2,5,1,0,0,6,69,7,0,0,2,4,1,0,0,5,0,0,0,0,1,0
25Q294,BELL ACADEMY,25,11360,0,0.255,,2,34,4,27,31,34,95.0,9.0,92.0,90.0,83.0,91.0,80.0,91.0,3.0,3.07,3.16,123,35,0,0,0,15,12,0,0,13,121,45,0,0,0,23,15,0,0,19,0,0,0,0,1,0
25Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",25,11367,0,0.354,56351.95,4,53,22,12,35,10,97.0,3.0,87.0,80.0,84.0,74.0,87.0,86.0,3.0,3.12,3.38,50,17,0,3,0,11,0,0,0,6,50,20,0,1,0,14,0,0,0,7,1,0,0,0,1,0
26Q067,J.H.S. 067 LOUIS PASTEUR,26,11362,0,0.209,,2,62,3,12,14,23,98.0,4.0,87.0,87.0,83.0,73.0,73.0,83.0,3.0,3.27,3.66,293,107,0,0,8,82,15,0,0,39,232,87,0,0,5,69,11,0,0,35,0,0,0,0,1,0
26Q074,J.H.S. 074 NATHANIEL HAWTHORNE,26,11361,0,0.258,,4,66,5,10,15,18,98.0,4.0,85.0,87.0,85.0,87.0,73.0,88.0,4.0,3.29,3.58,367,114,0,1,3,83,25,2,0,42,374,198,0,1,3,157,34,3,3,78,0,0,0,0,1,0
26Q158,M.S. 158 MARIE CURIE,26,11361,0,0.27399999999999997,,6,61,5,14,19,20,97.0,5.0,88.0,91.0,83.0,85.0,72.0,90.0,3.0,3.15,3.46,307,100,0,0,5,71,23,0,0,47,312,146,0,0,4,112,28,0,5,74,0,0,0,0,1,0
26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,26,11004,0,0.271,,4,62,10,13,23,13,97.0,6.0,86.0,79.0,82.0,68.0,73.0,82.0,3.0,2.96,3.08,289,50,0,3,10,30,6,0,0,26,293,65,0,2,8,44,10,0,1,30,0,0,0,0,1,0
26Q178,P.S./ IS 178 HOLLISWOOD,26,11423,0,0.215,92649.61,4,14,7,10,17,66,96.0,6.0,93.0,93.0,86.0,84.0,85.0,90.0,3.0,2.86,3.28,54,11,0,0,2,7,2,0,0,4,54,23,0,1,3,10,9,0,0,5,1,0,0,0,1,0
26Q216,J.H.S. 216 GEORGE J. RYAN,26,11365,0,0.39899999999999997,,8,68,6,11,17,14,97.0,5.0,88.0,85.0,85.0,81.0,75.0,86.0,4.0,3.1,3.41,430,96,0,4,9,74,7,0,1,50,438,161,0,7,10,128,14,0,4,87,0,0,0,0,1,0
26Q266,P.S./I.S. 266,26,11426,0,0.239,77165.95,3,43,14,24,38,17,97.0,5.0,89.0,88.0,86.0,87.0,84.0,90.0,4.0,3.07,3.33,83,21,0,0,9,8,4,0,0,6,83,31,0,0,8,18,5,0,0,13,1,0,0,0,1,0
27Q042,P.S./M.S 042 R. VERNAM,27,11692,1,0.825,47183.73,4,1,71,24,95,2,88.0,48.0,90.0,86.0,90.0,77.0,84.0,89.0,2.0,2.03,1.99,72,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27Q043,P.S. 043,27,11691,0,0.79,40256.36,9,4,60,31,91,4,91.0,34.0,85.0,70.0,83.0,61.0,76.0,75.0,2.0,2.24,2.31,86,1,0,0,1,0,0,0,0,1,86,3,0,1,1,0,0,0,0,3,1,0,0,0,1,0
27Q047,P.S. 047 CHRIS GALAS,27,11693,0,0.304,67021.51,1,0,2,15,17,83,94.0,14.0,95.0,95.0,92.0,86.0,88.0,96.0,4.0,2.97,3.21,8,2,0,0,0,0,2,0,0,0,8,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
27Q053,M.S. 053 BRIAN PICCOLO,27,11691,1,0.738,,15,1,61,37,97,1,90.0,37.0,88.0,86.0,88.0,76.0,76.0,89.0,3.0,2.14,2.03,109,1,0,1,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27Q105,P.S. 105 THE BAY SCHOOL,27,11691,0,0.897,26636.28,4,3,66,28,94,2,91.0,37.0,85.0,86.0,82.0,76.0,80.0,88.0,3.0,2.21,2.22,83,2,0,2,0,0,0,0,0,2,83,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
27Q114,P.S./M.S. 114 BELLE HARBOR,27,11694,0,0.371,95258.88,0,1,3,9,11,87,94.0,11.0,89.0,85.0,91.0,68.0,85.0,84.0,4.0,2.99,3.13,44,4,0,0,0,0,3,0,0,2,43,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27Q137,M.S. 137 AMERICA'S SCHOOL OF HEROES,27,11417,0,0.541,,9,54,5,32,37,2,93.0,24.0,91.0,88.0,82.0,82.0,74.0,90.0,3.0,2.68,2.81,644,86,1,6,18,59,2,0,0,69,655,105,7,2,19,72,5,0,1,83,0,0,0,0,1,0
27Q146,P.S. 146 HOWARD BEACH,27,11414,0,0.301,76665.22,2,3,2,35,37,60,94.0,13.0,92.0,89.0,88.0,76.0,81.0,90.0,3.0,2.7,2.88,55,5,0,0,0,0,4,0,0,4,55,3,0,0,0,0,2,0,0,3,1,0,0,0,1,0
27Q183,P.S. 183 DR. RICHARD R. GREEN,27,11693,0,0.8390000000000001,46342.01,4,3,53,33,87,6,90.0,43.0,83.0,77.0,82.0,60.0,79.0,81.0,2.0,2.16,2.08,52,0,0,0,0,0,0,0,0,0,51,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0
27Q202,J.H.S. 202 ROBERT H. GODDARD,27,11417,0,0.593,,8,34,7,48,55,8,95.0,14.0,92.0,94.0,85.0,89.0,73.0,92.0,3.0,2.63,2.63,351,31,0,4,9,17,1,0,0,25,362,28,0,2,7,16,3,0,0,20,0,0,0,0,1,0
27Q207,P.S. 207 ROCKWOOD PARK,27,11414,0,0.191,80373.95,0,3,2,19,21,75,95.0,11.0,91.0,91.0,88.0,82.0,80.0,92.0,3.0,2.87,3.06,73,14,0,0,5,0,9,0,0,4,70,19,0,0,4,0,14,0,0,6,1,0,0,0,1,0
27Q210,J.H.S. 210 ELIZABETH BLACKWELL,27,11416,0,0.602,,13,28,6,61,67,3,93.0,23.0,86.0,87.0,82.0,76.0,75.0,89.0,3.0,2.58,2.67,554,43,0,1,19,21,0,0,0,36,571,64,0,2,24,38,0,0,0,56,0,0,0,0,1,0
27Q226,J.H.S. 226 VIRGIL I. GRISSOM,27,11420,0,0.55,,6,24,39,16,55,1,93.0,21.0,81.0,71.0,82.0,55.0,70.0,79.0,3.0,2.37,2.34,279,17,7,5,0,4,0,0,0,14,282,14,5,2,0,7,0,0,0,13,0,0,0,0,1,0
27Q232,P.S. 232 LINDENWOOD,27,11414,0,0.369,59294.44,3,11,9,41,50,37,95.0,14.0,93.0,91.0,93.0,84.0,80.0,93.0,3.0,2.87,2.97,102,18,0,3,7,0,5,0,0,10,102,21,0,3,7,0,7,0,0,12,1,0,0,0,1,0
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,27,11694,0,0.551,,2,7,49,28,78,13,95.0,14.0,94.0,96.0,88.0,90.0,77.0,94.0,2.0,2.63,2.47,81,1,0,1,0,0,0,0,0,1,82,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,27,11691,0,0.599,,7,5,57,35,92,3,98.0,1.0,78.0,74.0,87.0,66.0,83.0,84.0,3.0,2.64,2.47,86,10,0,6,4,0,0,0,0,5,85,4,0,2,2,0,0,0,0,2,0,0,0,0,1,0
27Q297,HAWTREE CREEK MIDDLE SCHOOL,27,11420,0,0.495,,4,24,45,21,66,2,95.0,11.0,90.0,95.0,95.0,91.0,85.0,97.0,3.0,2.48,2.46,150,13,0,3,2,5,0,0,0,11,150,5,0,1,0,3,0,0,0,4,0,0,0,0,1,0
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,27,11691,0,0.667,,13,8,43,42,85,4,93.0,20.0,79.0,85.0,84.0,78.0,73.0,88.0,3.0,2.29,2.17,70,2,0,1,1,0,0,0,0,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,27,11694,0,0.755,,9,2,55,34,88,8,93.0,26.0,94.0,89.0,92.0,90.0,89.0,90.0,4.0,2.3,2.16,71,3,0,2,1,0,0,0,0,2,72,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
27Q319,VILLAGE ACADEMY,27,11691,0,0.75,,19,1,64,33,97,1,93.0,26.0,95.0,95.0,92.0,94.0,86.0,96.0,3.0,2.16,2.18,92,1,0,1,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27Q323,SCHOLARS' ACADEMY,27,11694,0,0.40299999999999997,,0,21,19,18,37,41,97.0,5.0,93.0,96.0,92.0,93.0,79.0,95.0,4.0,3.7,3.85,261,149,0,20,0,38,71,0,0,63,261,129,0,14,0,38,61,0,0,51,0,0,0,0,1,0
27Q333,GOLDIE MAPLE ACADEMY,27,11692,0,0.7440000000000001,40849.62,0,4,70,18,88,3,96.0,7.0,94.0,87.0,87.0,83.0,81.0,86.0,3.0,2.57,2.62,43,1,0,1,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28Q008,J.H.S. 008 RICHARD S. GROSSLEY,28,11433,1,0.6940000000000001,,13,12,55,21,77,1,90.0,36.0,88.0,90.0,83.0,74.0,75.0,87.0,3.0,2.21,2.14,117,1,1,0,0,0,0,0,0,1,119,4,0,0,1,3,0,0,0,4,0,0,0,0,1,0
28Q072,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,28,11434,0,0.614,,6,12,72,12,83,0,89.0,40.0,78.0,79.0,73.0,72.0,73.0,82.0,3.0,2.27,2.21,175,9,0,5,1,2,0,0,0,5,180,8,0,4,0,4,0,0,0,5,0,0,0,0,1,0
28Q157,J.H.S. 157 STEPHEN A. HALSEY,28,11374,0,0.408,,9,24,10,23,33,41,95.0,12.0,91.0,89.0,84.0,84.0,72.0,90.0,4.0,2.95,3.19,471,127,0,3,28,41,53,0,0,47,476,161,0,3,28,57,70,0,2,58,0,0,0,0,1,0
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,28,11374,0,0.397,,2,17,18,39,57,20,96.0,7.0,87.0,96.0,85.0,93.0,80.0,93.0,3.0,2.77,2.66,99,11,0,2,2,3,3,0,0,5,97,2,0,1,1,0,0,0,0,2,0,0,0,0,1,0
28Q190,J.H.S. 190 RUSSELL SAGE,28,11375,0,0.37200000000000005,,8,33,7,28,35,29,95.0,12.0,86.0,81.0,80.0,72.0,70.0,82.0,3.0,2.85,3.03,352,66,0,1,10,31,21,0,0,22,356,97,0,1,9,54,28,0,3,30,0,0,0,0,1,0
28Q217,J.H.S. 217 ROBERT A. VAN WYCK,28,11435,0,0.628,,18,37,13,41,55,6,93.0,19.0,91.0,95.0,87.0,90.0,75.0,94.0,4.0,2.64,2.64,499,45,2,1,9,29,4,0,0,26,525,52,1,0,5,43,3,0,1,33,0,0,0,0,1,0
28Q284,YORK EARLY COLLEGE ACADEMY,28,11433,0,0.428,,1,29,51,10,61,1,96.0,7.0,90.0,91.0,88.0,83.0,78.0,91.0,3.0,2.92,3.13,91,15,2,6,4,2,0,0,0,10,91,12,2,2,3,5,0,0,0,8,0,0,0,0,1,0
28Q287,THE EMERSON SCHOOL,28,11433,0,0.7040000000000001,,7,11,58,20,79,2,93.0,26.0,76.0,90.0,78.0,84.0,79.0,89.0,2.0,2.22,2.3,121,2,0,2,0,0,0,0,0,1,124,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,28,11432,0,0.5489999999999999,,9,27,51,15,66,3,95.0,13.0,86.0,83.0,83.0,72.0,72.0,84.0,3.0,2.47,2.53,81,4,0,3,0,1,0,0,0,4,81,7,0,3,1,3,0,0,0,7,0,0,0,0,1,0
28Q332,REDWOOD MIDDLE SCHOOL,28,11434,0,0.578,,2,9,77,8,85,1,94.0,19.0,91.0,99.0,91.0,98.0,85.0,98.0,,2.37,2.44,93,5,0,4,0,1,0,0,0,3,93,5,0,2,0,2,0,0,0,4,0,0,0,0,1,0
28Q358,M.S. 358,28,11432,0,,,19,23,38,32,70,2,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,28,11432,0,0.41,,0,47,35,11,46,3,98.0,1.0,85.0,59.0,82.0,45.0,66.0,64.0,3.0,3.43,3.53,86,57,0,11,5,38,0,0,0,42,86,51,0,7,3,38,0,0,0,33,0,0,0,0,1,0
28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",28,11432,0,0.496,,2,32,46,14,60,3,96.0,6.0,83.0,85.0,79.0,80.0,76.0,87.0,3.0,3.06,3.0,79,11,0,4,1,6,0,0,0,9,79,12,0,4,1,7,0,0,0,8,0,0,0,0,1,0
29Q059,I.S. 059 SPRINGFIELD GARDENS,29,11413,0,0.46799999999999997,,2,1,91,5,96,1,93.0,20.0,94.0,87.0,81.0,79.0,78.0,85.0,2.0,2.38,2.3,164,5,0,5,0,0,0,0,0,5,164,7,0,6,1,0,0,0,0,4,0,0,0,0,1,0
29Q109,JEAN NUZZI INTERMEDIATE SCHOOL,29,11428,0,0.435,,10,33,40,21,61,4,94.0,16.0,89.0,86.0,78.0,82.0,72.0,86.0,3.0,2.53,2.55,281,20,0,4,2,12,0,0,0,12,284,19,0,2,2,15,0,0,0,11,0,0,0,0,1,0
29Q116,P.S./I.S. 116 WILLIAM C. HUGHLEY,29,11433,0,0.748,48919.46,11,5,60,32,92,2,91.0,38.0,86.0,83.0,80.0,77.0,85.0,87.0,2.0,2.26,2.24,51,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29Q138,P.S./M.S. 138 SUNRISE,29,11422,0,0.545,79063.05,4,3,84,8,92,2,94.0,19.0,86.0,86.0,79.0,82.0,81.0,87.0,2.0,2.27,2.16,99,2,0,2,0,0,0,0,0,2,98,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
29Q147,P.S./M.S. 147 RONALD MCNAIR,29,11411,0,0.48,74346.24,3,1,95,2,97,1,92.0,30.0,85.0,72.0,90.0,65.0,72.0,82.0,2.0,2.41,2.29,65,1,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29Q192,I.S. 192 THE LINDEN,29,11412,0,0.48700000000000004,,5,3,86,8,95,1,94.0,14.0,92.0,95.0,92.0,90.0,98.0,96.0,3.0,2.32,2.13,204,6,0,5,0,1,0,0,0,4,208,6,0,5,1,0,0,0,0,4,0,0,0,0,1,0
29Q208,P.S./I.S. 208,26,11426,0,0.302,73222.68,1,9,75,13,87,1,96.0,6.0,94.0,93.0,88.0,84.0,83.0,91.0,3.0,2.86,2.92,80,9,0,5,4,0,0,0,0,3,80,15,0,10,3,0,0,0,0,7,1,0,0,0,1,0
29Q238,I.S. 238 - SUSAN B. ANTHONY ACADEMY,29,11423,0,0.609,,15,27,39,28,67,2,93.0,21.0,81.0,79.0,80.0,75.0,73.0,87.0,2.0,2.34,2.33,478,5,0,0,3,2,0,0,0,4,499,10,0,0,1,9,0,0,0,10,0,0,0,0,1,0
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,29,11412,0,0.396,,3,4,88,6,94,1,96.0,10.0,86.0,83.0,84.0,76.0,75.0,85.0,2.0,2.54,2.24,74,5,0,4,0,0,0,0,0,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29Q268,P.S./I.S. 268,29,11433,0,0.65,47432.34,8,27,34,27,61,2,94.0,16.0,91.0,83.0,88.0,73.0,78.0,82.0,3.0,2.69,2.71,68,3,0,3,0,0,0,0,0,1,67,2,0,1,0,1,0,0,0,1,1,0,0,0,1,0
29Q270,THE GORDON PARKS SCHOOL,29,11422,0,0.358,77770.17,0,1,97,2,98,0,96.0,9.0,91.0,78.0,87.0,73.0,82.0,84.0,3.0,2.66,2.63,64,7,0,0,0,0,0,0,0,4,64,7,0,0,0,0,0,0,0,3,1,0,0,0,1,0
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,29,11413,0,0.46399999999999997,,1,4,85,6,91,2,97.0,3.0,94.0,93.0,88.0,92.0,81.0,91.0,3.0,2.68,2.6,54,7,0,6,0,0,0,0,0,6,54,4,0,3,0,0,0,0,0,3,0,0,0,0,1,0
