dbn,grade_7_enrollment,num_shsat_test_takers,offers_per_student,pct_test_takers,high_registrations,school_name,district,zip,community_school,economic_need_index,school_income_estimate,percent_ell,percent_asian,percent_black,percent_hispanic,percent_black__hispanic,percent_white,student_attendance_rate,percent_of_students_chronically_absent,rigorous_instruction_percent,rigorous_instruction_rating,collaborative_teachers_percent,collaborative_teachers_rating,supportive_environment_percent,supportive_environment_rating,effective_school_leadership_percent,effective_school_leadership_rating,strong_family_community_ties_percent,strong_family_community_ties_rating,trust_percent,trust_rating,student_achievement_rating,average_ela_proficiency,average_math_proficiency,grade_7_ela_all_students_tested,grade_7_ela_4s_all_students,grade_7_ela_4s_american_indian_or_alaska_native,grade_7_ela_4s_black_or_african_american,grade_7_ela_4s_hispanic_or_latino,grade_7_ela_4s_asian_or_pacific_islander,grade_7_ela_4s_white,grade_7_ela_4s_multiracial,grade_7_ela_4s_limited_english_proficient,grade_7_ela_4s_economically_disadvantaged,grade_7_math_all_students_tested,grade_7_math_4s_all_students,grade_7_math_4s_american_indian_or_alaska_native,grade_7_math_4s_black_or_african_american,grade_7_math_4s_hispanic_or_latino,grade_7_math_4s_asian_or_pacific_islander,grade_7_math_4s_white,grade_7_math_4s_multiracial,grade_7_math_4s_limited_english_proficient,grade_7_math_4s_economically_disadvantaged,number_of_students_english,number_of_students_math,number_of_students_science,number_of_students_social_studies,number_of_classes_english,number_of_classes_math,number_of_classes_science,number_of_classes_social_studies,average_class_size_english,average_class_size_math,average_class_size_science,average_class_size_social_studies,school_pupil_teacher_ratio
10X459,92,10,0,10,0,EAST FORDHAM ACADEMY FOR THE ARTS,10,10468,0,0.8809999999999999,,26,2,12,84,97,1,92.0,27.0,77.0,2.0,78.0,2.0,83.0,3.0,71.0,1.0,78.0,2.0,83.0,2.0,2.0,2.14,1.97,104,1,0,0,1,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,399.0,341.0,329.0,261.0,17.0,12.0,10.0,10.0,23.470588235294123,28.41666666666667,32.9,26.1,12.2
12X384,84,10,0,13,0,ENTRADA ACADEMY,12,10459,1,0.868,,33,2,16,80,96,1,92.0,23.0,74.0,1.0,73.0,2.0,80.0,3.0,70.0,1.0,77.0,2.0,85.0,2.0,2.0,2.04,1.97,87,1,0,0,1,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,611.0,567.0,264.0,264.0,28.0,26.0,12.0,12.0,21.821428571428577,21.80769230769231,22.0,22.0,12.099999999999996
19K409,75,10,0,5,0,EAST NEW YORK FAMILY ACADEMY,19,11207,0,0.716,,3,2,65,30,95,1,95.0,8.0,87.0,3.0,85.0,3.0,80.0,3.0,84.0,3.0,71.0,2.0,90.0,3.0,3.0,2.61,2.74,67,6,0,3,1,0,0,0,0,2,68,9,0,3,3,0,0,0,0,6,247.0,382.0,221.0,270.0,10.0,16.0,9.0,11.0,24.7,23.875,24.555555555555557,24.54545454545455,12.900000000000004
23K323,65,10,0,14,0,P.S./I.S. 323,23,11212,0,0.86,27808.12,3,1,78,20,98,0,90.0,38.0,96.0,3.0,95.0,3.0,88.0,2.0,86.0,3.0,86.0,3.0,93.0,4.0,2.0,2.32,2.25,56,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,170.0,170.0,170.0,170.0,7.0,7.0,7.0,7.0,24.285714285714285,24.285714285714285,24.285714285714285,24.285714285714285,17.9
23K671,65,10,0,14,0,MOTT HALL BRIDGES ACADEMY,23,11212,0,0.8,,1,0,81,16,98,1,92.0,31.0,96.0,3.0,99.0,4.0,92.0,4.0,97.0,4.0,86.0,4.0,96.0,4.0,3.0,2.26,2.35,55,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,312.0,219.0,250.0,191.0,17.0,12.0,14.0,10.0,18.352941176470583,18.25,17.857142857142858,19.1,11.2
29Q116,65,10,0,16,0,P.S./I.S. 116 WILLIAM C. HUGHLEY,29,11433,0,0.748,48919.46,11,5,60,32,92,2,91.0,38.0,86.0,3.0,83.0,3.0,80.0,2.0,77.0,3.0,85.0,3.0,87.0,3.0,2.0,2.26,2.24,51,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,308.0,195.0,195.0,195.0,16.0,8.0,8.0,8.0,19.25,24.375,24.375,24.375,13.699999999999998
29Q138,116,10,0,9,0,P.S./M.S. 138 SUNRISE,29,11422,0,0.545,79063.05,4,3,84,8,92,2,94.0,19.0,86.0,3.0,86.0,3.0,79.0,2.0,82.0,3.0,81.0,2.0,87.0,2.0,2.0,2.27,2.16,99,2,0,2,0,0,0,0,0,2,98,1,0,1,0,0,0,0,0,1,654.0,327.0,327.0,327.0,30.0,15.0,15.0,15.0,21.8,21.8,21.8,21.8,14.900000000000004
29Q283,80,10,0,7,0,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,29,11413,0,0.464,,1,4,85,6,91,2,97.0,3.0,94.0,4.0,93.0,4.0,88.0,4.0,92.0,4.0,81.0,3.0,91.0,3.0,3.0,2.68,2.6,54,7,0,6,0,0,0,0,0,6,54,4,0,3,0,0,0,0,0,3,243.0,264.0,208.0,242.0,10.0,12.0,10.0,11.0,24.3,22.0,20.8,22.0,18.100000000000005
32K562,125,10,0,10,0,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,32,11207,0,0.848,,25,1,28,69,96,2,92.0,25.0,88.0,3.0,95.0,3.0,89.0,3.0,92.0,3.0,79.0,3.0,95.0,4.0,2.0,2.11,1.95,87,0,0,0,0,0,0,0,0,0,89,1,0,0,0,0,0,0,0,1,341.0,325.0,325.0,301.0,19.0,14.0,16.0,15.0,17.94736842105263,23.214285714285715,20.3125,20.066666666666666,9.400000000000002
01M301,23,11,0,21,0,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1,10003,0,0.7909999999999999,,6,8,29,55,84,4,90.0,35.0,84.0,2.0,78.0,2.0,81.0,2.0,80.0,2.0,74.0,2.0,87.0,2.0,3.0,2.29,2.0,48,1,0,0,0,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,127.0,127.0,127.0,127.0,6.0,6.0,6.0,6.0,21.166666666666668,21.166666666666668,21.166666666666668,21.166666666666668,7.5
03M256,48,11,0,22,0,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,3,10025,0,0.778,,19,2,51,38,88,7,88.0,38.0,83.0,2.0,89.0,3.0,80.0,2.0,87.0,3.0,83.0,3.0,91.0,3.0,3.0,2.27,2.1,47,4,0,1,1,0,0,0,0,2,52,3,0,1,0,0,0,0,0,1,148.0,142.0,148.0,148.0,7.0,7.0,7.0,6.0,21.142857142857142,20.285714285714285,21.142857142857142,24.66666666666667,10.2
03M258,84,11,0,18,0,COMMUNITY ACTION SCHOOL - MS 258,3,10025,0,0.73,,3,2,45,43,87,11,94.0,15.0,96.0,4.0,96.0,4.0,87.0,4.0,94.0,4.0,82.0,3.0,93.0,4.0,3.0,2.41,2.5,67,2,0,1,1,0,0,0,0,1,67,3,0,1,2,0,0,0,0,2,224.0,224.0,224.0,224.0,9.0,9.0,9.0,9.0,24.88888888888889,24.88888888888889,24.88888888888889,24.88888888888889,12.099999999999996
04M072,81,11,0,13,0,THE LEXINGTON ACADEMY,4,10029,0,0.866,33728.15,11,1,13,83,95,3,92.0,30.0,90.0,3.0,90.0,4.0,94.0,4.0,82.0,3.0,87.0,3.0,92.0,3.0,3.0,2.32,2.4,73,0,0,0,0,0,0,0,0,0,72,2,0,0,1,0,0,0,0,2,228.0,227.0,218.0,216.0,7.0,6.0,10.0,10.0,32.57142857142857,37.833333333333336,21.8,21.6,12.9
05M514,46,11,0,16,0,NEW DESIGN MIDDLE SCHOOL,5,10031,0,0.8809999999999999,,11,1,52,43,95,3,91.0,27.0,83.0,2.0,79.0,2.0,81.0,3.0,75.0,2.0,78.0,2.0,87.0,3.0,2.0,2.08,1.94,59,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,160.0,160.0,160.0,160.0,8.0,8.0,9.0,8.0,20.0,20.0,17.777777777777782,20.0,8.400000000000002
08X123,128,11,0,12,0,J.H.S. 123 JAMES M. KIERAN,8,10472,1,0.8759999999999999,,24,1,21,78,99,0,91.0,28.0,67.0,1.0,64.0,1.0,78.0,2.0,53.0,1.0,71.0,2.0,69.0,1.0,2.0,2.15,1.98,108,4,0,0,3,0,0,0,0,2,112,4,0,0,4,0,0,0,0,3,323.0,323.0,323.0,323.0,16.0,16.0,16.0,16.0,20.1875,20.1875,20.1875,20.1875,10.3
12X273,82,11,0,15,0,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL,12,10457,0,0.823,,8,1,30,67,97,1,90.0,37.0,81.0,2.0,92.0,3.0,80.0,2.0,89.0,3.0,78.0,3.0,92.0,3.0,2.0,2.25,2.19,78,2,0,0,2,0,0,0,0,1,80,5,0,0,3,0,0,0,0,4,519.0,490.0,253.0,253.0,23.0,22.0,11.0,11.0,22.56521739130435,22.272727272727273,23.0,23.0,13.5
18K588,62,11,0,18,0,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,18,11212,0,0.778,,6,0,88,6,94,1,92.0,26.0,84.0,3.0,82.0,3.0,82.0,3.0,84.0,3.0,79.0,3.0,84.0,2.0,3.0,2.29,2.18,51,0,0,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0,0,1,435.0,188.0,188.0,188.0,19.0,9.0,9.0,9.0,22.894736842105264,20.88888888888889,20.88888888888889,20.88888888888889,10.599999999999998
19K171,148,11,0,7,0,I.S. 171 ABRAHAM LINCOLN,19,11208,0,0.7879999999999999,,22,4,14,77,91,1,92.0,26.0,93.0,3.0,94.0,3.0,85.0,3.0,86.0,3.0,76.0,2.0,93.0,3.0,2.0,2.27,2.2,131,10,0,1,8,0,0,0,0,9,139,1,0,0,0,1,0,0,0,1,484.0,565.0,451.0,480.0,22.0,24.0,20.0,22.0,22.0,23.54166666666667,22.55,21.818181818181817,14.400000000000004
27Q146,60,11,0,14,0,P.S. 146 HOWARD BEACH,27,11414,0,0.301,76665.22,2,3,2,35,37,60,94.0,13.0,92.0,3.0,89.0,3.0,88.0,3.0,76.0,2.0,81.0,2.0,90.0,3.0,3.0,2.7,2.88,55,5,0,0,0,0,4,0,0,4,55,3,0,0,0,0,2,0,0,3,195.0,195.0,195.0,195.0,7.0,7.0,7.0,7.0,27.857142857142854,27.857142857142854,27.857142857142854,27.857142857142854,15.2
32K347,113,11,0,11,0,I.S. 347 SCHOOL OF HUMANITIES,32,11221,0,0.821,,18,2,7,89,96,1,92.0,24.0,86.0,3.0,90.0,3.0,82.0,3.0,84.0,3.0,81.0,3.0,93.0,3.0,3.0,2.25,2.3,83,1,0,0,1,0,0,0,0,1,85,0,0,0,0,0,0,0,0,0,338.0,300.0,300.0,300.0,16.0,13.0,13.0,13.0,21.125,23.07692307692308,23.07692307692308,23.07692307692308,11.900000000000004
03M247,71,12,0,18,0,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,3,10025,0,0.802,,31,0,1,99,99,1,96.0,7.0,89.0,4.0,93.0,4.0,92.0,4.0,88.0,3.0,88.0,4.0,95.0,4.0,4.0,2.51,2.64,63,2,0,0,2,0,0,0,0,2,65,2,0,0,2,0,0,0,0,2,210.0,231.0,210.0,210.0,9.0,10.0,9.0,9.0,23.33333333333333,23.1,23.33333333333333,23.33333333333333,10.0
06M311,43,12,0,33,0,AMISTAD DUAL LANGUAGE SCHOOL,6,10034,0,0.713,42610.02,22,2,1,91,93,5,96.0,7.0,86.0,3.0,89.0,3.0,86.0,3.0,80.0,3.0,92.0,4.0,91.0,3.0,2.0,2.45,2.48,43,2,0,0,0,0,0,0,0,1,43,2,0,0,0,0,0,0,0,1,128.0,128.0,127.0,128.0,7.0,7.0,7.0,7.0,18.285714285714285,18.285714285714285,18.142857142857142,18.285714285714285,14.699999999999998
10X315,41,12,0,40,1,P.S. 315 LAB SCHOOL,10,10453,0,0.868,26738.54,16,1,16,82,98,1,94.0,19.0,95.0,4.0,93.0,4.0,80.0,3.0,90.0,4.0,87.0,3.0,89.0,3.0,4.0,2.46,2.61,26,4,0,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,109.0,102.0,102.0,102.0,7.0,5.0,5.0,5.0,15.571428571428573,20.4,20.4,20.4,15.2
17K394,49,12,0,21,0,M.S. K394,17,11213,0,0.797,32470.47,4,6,77,15,92,1,92.0,24.0,89.0,3.0,86.0,3.0,83.0,2.0,80.0,3.0,82.0,2.0,85.0,2.0,2.0,2.35,2.21,57,1,0,1,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,284.0,308.0,154.0,154.0,13.0,14.0,7.0,7.0,21.846153846153847,22.0,22.0,22.0,14.0
19K662,156,12,0,7,0,LIBERTY AVENUE MIDDLE SCHOOL,19,11208,0,0.823,,20,5,24,68,92,1,92.0,31.0,91.0,4.0,97.0,4.0,94.0,4.0,94.0,4.0,78.0,3.0,97.0,4.0,3.0,2.32,2.31,126,5,0,2,3,0,0,0,0,5,142,5,0,0,5,0,0,0,0,4,968.0,413.0,439.0,439.0,37.0,17.0,17.0,17.0,26.16216216216216,24.294117647058826,25.823529411764714,25.823529411764714,11.8
19K663,61,12,0,19,0,SCHOOL OF THE FUTURE BROOKLYN,19,11207,0,0.8909999999999999,,4,2,64,33,97,1,94.0,16.0,88.0,3.0,97.0,4.0,83.0,3.0,94.0,4.0,85.0,3.0,93.0,3.0,3.0,2.19,2.2,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,288.0,182.0,144.0,144.0,14.0,9.0,8.0,8.0,20.571428571428573,20.222222222222218,18.0,18.0,8.400000000000002
21K095,49,12,0,25,0,P.S. 095 THE GRAVESEND,21,11223,0,0.695,40295.15,14,29,9,39,48,22,94.0,19.0,97.0,4.0,95.0,4.0,97.0,4.0,90.0,4.0,82.0,3.0,94.0,4.0,3.0,2.76,2.95,41,0,0,0,0,0,0,0,0,0,41,2,0,1,0,1,0,0,0,1,170.0,296.0,144.0,144.0,8.0,13.0,7.0,7.0,21.25,22.76923076923077,20.571428571428573,20.571428571428573,14.900000000000004
22K109,98,12,0,11,0,P.S. 109,22,11210,0,0.738,55488.67,6,2,80,15,95,3,93.0,23.0,85.0,2.0,84.0,2.0,82.0,3.0,81.0,3.0,83.0,2.0,88.0,3.0,3.0,2.32,2.2,73,4,0,4,0,0,0,0,0,4,72,1,0,1,0,0,0,0,0,1,270.0,295.0,325.0,270.0,12.0,14.0,14.0,12.0,22.5,21.071428571428573,23.214285714285715,22.5,14.0
23K644,101,12,0,6,0,EAGLE ACADEMY FOR YOUNG MEN II,23,11233,0,0.685,,1,1,90,8,97,1,92.0,23.0,87.0,3.0,87.0,3.0,85.0,4.0,86.0,3.0,82.0,3.0,93.0,4.0,2.0,2.27,2.3,56,3,0,3,0,0,0,0,0,2,53,2,0,2,0,0,0,0,0,1,406.0,298.0,269.0,265.0,19.0,14.0,11.0,13.0,21.36842105263158,21.285714285714285,24.45454545454545,20.384615384615387,14.400000000000002
23K664,27,12,0,34,0,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),23,11233,0,0.8370000000000001,,6,1,78,19,97,2,92.0,31.0,95.0,3.0,98.0,4.0,91.0,3.0,96.0,4.0,86.0,4.0,97.0,4.0,2.0,2.09,1.96,41,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,116.0,145.0,87.0,87.0,8.0,9.0,6.0,6.0,14.5,16.11111111111111,14.5,14.5,7.200000000000001
24Q087,81,12,0,16,0,P.S./I.S. 087 MIDDLE VILLAGE,24,11379,0,0.5,62298.87,8,3,1,50,51,46,92.0,33.0,90.0,3.0,71.0,2.0,88.0,2.0,59.0,1.0,84.0,3.0,80.0,2.0,3.0,2.7,2.72,42,7,0,0,0,0,5,0,0,4,40,2,0,0,0,0,0,0,0,1,310.0,193.0,193.0,193.0,14.0,9.0,9.0,9.0,22.142857142857146,21.444444444444443,21.444444444444443,21.444444444444443,12.099999999999996
28Q008,127,12,0,12,0,J.H.S. 008 RICHARD S. GROSSLEY,28,11433,1,0.6940000000000001,,13,12,55,21,77,1,90.0,36.0,88.0,2.0,90.0,2.0,83.0,2.0,74.0,2.0,75.0,2.0,87.0,3.0,3.0,2.21,2.14,117,1,1,0,0,0,0,0,0,1,119,4,0,0,1,3,0,0,0,4,347.0,377.0,377.0,345.0,15.0,15.0,16.0,15.0,23.13333333333333,25.13333333333333,23.5625,23.0,12.599999999999996
01M332,65,13,0,18,0,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1,10002,0,0.7709999999999999,,15,5,27,63,90,4,92.0,26.0,92.0,4.0,96.0,3.0,92.0,4.0,96.0,4.0,86.0,4.0,96.0,4.0,3.0,2.26,2.2,27,2,0,0,1,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,239.0,458.0,229.0,,13.0,24.0,11.0,,18.384615384615387,19.08333333333333,20.818181818181817,,9.7
05M499,95,13,0,3,0,FREDERICK DOUGLASS ACADEMY,5,10039,0,0.708,,3,1,71,23,94,2,93.0,22.0,89.0,3.0,86.0,3.0,79.0,3.0,75.0,2.0,78.0,3.0,85.0,2.0,2.0,2.41,2.24,73,4,0,3,0,0,0,0,0,4,73,0,0,0,0,0,0,0,0,0,425.0,267.0,264.0,260.0,20.0,12.0,12.0,12.0,21.25,22.25,22.0,21.66666666666667,17.0
06M052,73,13,0,10,0,J.H.S. 052 INWOOD,6,10034,0,0.8240000000000001,,32,0,4,93,97,2,93.0,23.0,85.0,2.0,91.0,3.0,83.0,3.0,85.0,3.0,91.0,4.0,90.0,3.0,3.0,2.3,2.22,126,2,0,0,2,0,0,0,0,2,126,1,0,0,1,0,0,0,0,1,321.0,640.0,321.0,321.0,14.0,27.0,14.0,14.0,22.92857142857143,23.703703703703702,22.92857142857143,22.92857142857143,11.800000000000002
06M293,79,13,0,7,0,CITY COLLEGE ACADEMY OF THE ARTS,6,10040,0,0.708,,5,1,5,92,97,2,95.0,10.0,85.0,2.0,79.0,3.0,88.0,3.0,67.0,1.0,71.0,2.0,84.0,2.0,4.0,2.78,3.0,78,7,0,0,7,0,0,0,0,4,78,9,0,0,8,0,0,0,0,7,434.0,256.0,256.0,256.0,20.0,11.0,10.0,11.0,21.7,23.272727272727273,25.6,23.272727272727273,16.400000000000002
08X302,175,13,0,7,0,M.S. 302 LUISA DESSUS CRUZ,8,10455,0,0.906,,25,1,20,77,98,1,87.0,48.0,82.0,2.0,84.0,3.0,95.0,3.0,76.0,2.0,77.0,2.0,92.0,3.0,3.0,2.22,2.17,149,5,0,0,5,0,0,0,0,4,153,11,0,1,9,0,0,0,0,11,321.0,481.0,481.0,321.0,14.0,20.0,20.0,14.0,22.92857142857143,24.05,24.05,22.92857142857143,13.099999999999996
09X241,89,13,0,7,0,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",9,10457,0,0.8220000000000001,,11,1,34,64,98,1,92.0,26.0,82.0,3.0,82.0,3.0,80.0,3.0,79.0,2.0,77.0,2.0,86.0,3.0,3.0,2.23,2.47,90,1,0,0,1,0,0,0,0,0,90,1,0,0,1,0,0,0,0,0,532.0,554.0,353.0,266.0,24.0,27.0,15.0,12.0,22.16666666666667,20.51851851851852,23.53333333333333,22.16666666666667,12.0
09X324,110,13,0,8,0,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,9,10456,1,0.8190000000000001,,14,3,29,66,95,2,93.0,23.0,90.0,4.0,94.0,4.0,84.0,3.0,88.0,3.0,74.0,2.0,90.0,3.0,3.0,2.17,2.16,74,1,0,0,1,0,0,0,0,1,74,1,0,0,0,0,0,0,0,0,341.0,325.0,262.0,274.0,14.0,14.0,10.0,11.0,24.357142857142854,23.214285714285715,26.2,24.90909090909091,13.099999999999996
09X505,91,13,0,6,0,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",9,10451,0,0.8029999999999999,,6,1,24,71,96,1,95.0,14.0,82.0,3.0,80.0,3.0,80.0,3.0,76.0,2.0,71.0,2.0,85.0,2.0,4.0,2.63,2.63,90,7,0,0,6,0,0,0,0,0,90,6,0,0,5,0,0,0,0,0,468.0,449.0,277.0,277.0,21.0,20.0,9.0,9.0,22.285714285714285,22.45,30.777777777777782,30.777777777777782,13.300000000000004
10X003,31,13,0,26,0,P.S. 3 RAUL JULIA MICRO SOCIETY,10,10457,0,0.8640000000000001,25544.48,10,2,29,68,97,0,91.0,37.0,97.0,3.0,90.0,3.0,87.0,3.0,83.0,3.0,83.0,3.0,91.0,3.0,3.0,2.35,2.54,24,0,0,0,0,0,0,0,0,0,24,1,0,0,1,0,0,0,0,0,90.0,90.0,90.0,90.0,5.0,5.0,5.0,5.0,18.0,18.0,18.0,18.0,13.0
10X254,165,13,0,9,0,I.S. 254,10,10458,0,0.885,,34,3,18,78,95,1,91.0,30.0,77.0,2.0,83.0,3.0,83.0,3.0,74.0,2.0,76.0,2.0,88.0,3.0,4.0,2.2,2.25,174,4,0,1,3,0,0,0,0,3,175,5,0,0,5,0,0,0,0,3,578.0,483.0,453.0,483.0,25.0,21.0,20.0,21.0,23.12,23.0,22.65,23.0,12.5
17K722,69,13,0,18,0,NEW HEIGHTS MIDDLE SCHOOL,17,11203,0,0.7440000000000001,,5,1,82,11,93,0,93.0,18.0,85.0,3.0,82.0,3.0,81.0,3.0,87.0,3.0,86.0,3.0,90.0,3.0,2.0,2.12,2.13,101,1,0,1,0,0,0,0,0,1,100,2,0,1,0,0,0,0,0,2,395.0,248.0,359.0,249.0,18.0,12.0,16.0,12.0,21.944444444444446,20.666666666666668,22.4375,20.75,11.0
27Q309,72,13,0,6,0,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,27,11691,0,0.667,,13,8,43,42,85,4,93.0,20.0,79.0,3.0,85.0,4.0,84.0,3.0,78.0,3.0,73.0,2.0,88.0,3.0,3.0,2.29,2.17,70,2,0,1,1,0,0,0,0,2,69,0,0,0,0,0,0,0,0,0,311.0,301.0,203.0,207.0,19.0,12.0,9.0,9.0,16.368421052631582,25.08333333333333,22.555555555555557,23.0,12.7
04M224,63,14,0,25,0,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,4,10029,0,0.708,,2,5,36,51,87,7,93.0,23.0,88.0,3.0,88.0,4.0,86.0,3.0,80.0,3.0,79.0,2.0,88.0,3.0,3.0,2.64,2.7,42,5,0,2,2,0,0,0,0,1,43,2,0,0,1,0,0,0,0,0,152.0,151.0,149.0,149.0,9.0,9.0,9.0,9.0,16.88888888888889,16.77777777777778,16.555555555555557,16.555555555555557,13.900000000000004
11X175,51,14,0,31,0,P.S. 175 CITY ISLAND,11,10464,0,0.247,73103.77,2,6,9,29,38,54,95.0,13.0,93.0,3.0,96.0,3.0,85.0,3.0,88.0,3.0,87.0,3.0,90.0,3.0,3.0,2.86,3.03,35,2,0,0,1,0,1,0,0,0,34,9,0,0,0,0,6,0,0,4,132.0,141.0,272.0,264.0,6.0,7.0,13.0,12.0,22.0,20.142857142857142,20.923076923076927,22.0,13.5
12X271,92,14,0,7,0,EAST BRONX ACADEMY FOR THE FUTURE,12,10460,1,0.853,,11,1,26,72,98,1,87.0,48.0,85.0,3.0,91.0,4.0,84.0,3.0,92.0,4.0,75.0,2.0,93.0,3.0,3.0,2.23,2.16,80,1,0,0,0,0,0,0,0,0,81,3,0,0,0,0,0,0,0,3,292.0,258.0,264.0,264.0,14.0,13.0,13.0,13.0,20.857142857142858,19.846153846153847,20.30769230769231,20.30769230769231,10.400000000000004
20K192,67,14,0,20,0,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,20,11204,0,0.8,40627.41,30,20,2,52,53,26,94.0,16.0,90.0,4.0,89.0,4.0,89.0,4.0,78.0,3.0,81.0,2.0,90.0,3.0,3.0,2.46,2.59,47,2,0,0,1,0,0,0,0,1,47,8,0,0,4,2,0,0,0,3,296.0,189.0,189.0,159.0,12.0,8.0,8.0,7.0,24.66666666666667,23.625,23.625,22.714285714285715,13.5
21K238,64,14,0,23,0,P.S. 238 ANNE SULLIVAN,21,11223,0,0.8,44760.9,27,17,4,56,61,22,94.0,18.0,88.0,3.0,91.0,3.0,89.0,4.0,77.0,3.0,82.0,3.0,92.0,3.0,3.0,2.42,2.49,56,2,0,0,0,2,0,0,0,2,57,1,0,0,0,1,0,0,0,1,191.0,191.0,191.0,191.0,10.0,10.0,10.0,10.0,19.1,19.1,19.1,19.1,12.3
27Q207,73,14,0,16,0,P.S. 207 ROCKWOOD PARK,27,11414,0,0.191,80373.95,0,3,2,19,21,75,95.0,11.0,91.0,3.0,91.0,3.0,88.0,3.0,82.0,3.0,80.0,2.0,92.0,3.0,3.0,2.87,3.06,73,14,0,0,5,0,9,0,0,4,70,19,0,0,4,0,14,0,0,6,237.0,283.0,237.0,237.0,11.0,11.0,9.0,9.0,21.545454545454547,25.72727272727273,26.33333333333333,26.33333333333333,11.0
02M442,23,15,0,60,1,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",2,10003,0,0.468,56095.12,0,36,25,16,41,19,96.0,7.0,98.0,4.0,98.0,4.0,92.0,3.0,94.0,4.0,84.0,3.0,95.0,4.0,4.0,3.21,3.65,20,5,0,0,0,3,0,0,0,1,20,5,0,0,0,3,0,0,0,1,69.0,69.0,69.0,69.0,3.0,3.0,3.0,3.0,23.0,23.0,23.0,23.0,15.4
03M333,63,15,0,30,0,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,3,10025,0,0.233,72112.72,1,7,11,17,27,62,95.0,9.0,93.0,4.0,87.0,4.0,88.0,3.0,79.0,3.0,94.0,4.0,91.0,3.0,3.0,3.09,3.03,46,15,0,0,4,0,10,0,0,3,46,6,0,0,1,0,5,0,0,0,170.0,170.0,170.0,170.0,6.0,6.0,6.0,6.0,28.33333333333333,28.33333333333333,28.33333333333333,28.33333333333333,15.300000000000002
05M286,59,15,0,18,0,URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS,5,10027,0,0.8170000000000001,,6,0,59,39,98,1,87.0,42.0,92.0,3.0,86.0,3.0,90.0,3.0,76.0,2.0,78.0,2.0,86.0,2.0,1.0,2.12,1.92,52,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,227.0,193.0,227.0,227.0,12.0,10.0,12.0,11.0,18.916666666666668,19.3,18.916666666666668,20.63636363636364,12.3
06M366,56,15,0,27,0,WASHINGTON HEIGHTS ACADEMY,6,10034,0,0.777,36559.91,17,2,1,94,95,2,94.0,13.0,95.0,3.0,89.0,4.0,92.0,3.0,84.0,3.0,88.0,3.0,92.0,3.0,3.0,2.57,2.72,48,5,0,0,4,0,0,0,0,4,48,3,0,0,3,0,0,0,0,1,332.0,210.0,271.0,166.0,12.0,9.0,10.0,6.0,27.66666666666667,23.33333333333333,27.1,27.66666666666667,16.8
09X327,100,15,0,7,0,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,9,10452,0,0.862,,10,0,22,77,99,1,94.0,21.0,93.0,4.0,94.0,4.0,85.0,3.0,91.0,4.0,79.0,3.0,93.0,4.0,4.0,2.64,3.03,101,10,0,0,9,0,0,0,0,10,100,15,0,0,11,0,0,0,0,14,611.0,640.0,294.0,294.0,26.0,27.0,12.0,12.0,23.5,23.703703703703702,24.5,24.5,14.300000000000002
